firm,year,filename,summary,positive,negative,compound_sentiment,total_tokens,asset_counts,region_counts,aspect_sentiments,region_sentiments,topic_id,topic_keywords,topic_label
Amundi,2024,1_Amundi_2024.pdf,"Turning tides in growth, inflation and monetary policy will generate opportunities for investors to rotate from a more defensive to a more constructive stance during the year. Assuming that the Middle East crisis remains contained, we expect a weaker global economic outlook, mainly driven by the slowdown in Developed Markets. The US will tiptoe into a recession in H1, as tight ﬁnancial conditions begin to bite on consumption and business sentiment. In Japan, growth should moderate but stay above potential.",215,422,-0.3249607535321821,1,"{'Equity': 21, 'Fixed Income': 29, 'Real Estate': 7, 'Commodities': 9, 'Alternatives': 0, 'Infrastructure': 12, 'Private Equity': 1, 'Hedge Funds': 6, 'Cash': 6}","{'USA': 275, 'Europe': 134, 'Asia': 110, 'Emerging Markets': 17}","{'Equity': 0.23852727976110247, 'Fixed Income': 0.12493103458767846, 'Real Estate': 0.4119310464177813, 'Commodities': 0.10963666439056396, 'Alternatives': None, 'Infrastructure': 0.29660678406556445, 'Private Equity': -0.8996161222457886, 'Hedge Funds': 0.18377795219421386, 'Cash': -0.005674839019775391}","{'USA': 0.02146780634500894, 'Europe': 0.16237520709119993, 'Asia': 0.21886124544673496, 'Emerging Markets': 0.15630506873130798}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Amundi,2025,1_Amundi_2025.pdf, 2025 Investment Outlook Bright spots in a world of anomalies NOVEMBER 2024 | Cross Asset Investment Strategy Special Edition Mark et i ng mat eri al for t he ex cl usi v e at t ent i on of professi onal cl i ent s.,307,471,-0.21079691516709512,1,"{'Equity': 29, 'Fixed Income': 36, 'Real Estate': 6, 'Commodities': 4, 'Alternatives': 0, 'Infrastructure': 20, 'Private Equity': 3, 'Hedge Funds': 2, 'Cash': 8}","{'USA': 324, 'Europe': 176, 'Asia': 104, 'Emerging Markets': 11}","{'Equity': 0.270112198132735, 'Fixed Income': 0.3387424073049, 'Real Estate': 0.7554441094398499, 'Commodities': 0.6093175411224365, 'Alternatives': None, 'Infrastructure': 0.296921011279611, 'Private Equity': 0.6333590944608053, 'Hedge Funds': 0.0, 'Cash': 0.6268130540847778}","{'USA': 0.1575017852760921, 'Europe': 0.23105308146048814, 'Asia': 0.30039451956748964, 'Emerging Markets': 0.31004944714632904}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Vanguard,2015,20_Vanguard_2015.pdf,Global economic growth is likely to remain frustratingly fragile for some time. A deflationary threat still hovers over a world with excess capacity. The US Federal Reserve will likely be one of the few central banks to raise rates in 2015.,124,340,-0.46551724137931033,1,"{'Equity': 19, 'Fixed Income': 55, 'Real Estate': 1, 'Commodities': 5, 'Alternatives': 0, 'Infrastructure': 1, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 2}","{'USA': 278, 'Europe': 133, 'Asia': 84, 'Emerging Markets': 8}","{'Equity': -0.2969248329891878, 'Fixed Income': -0.02460462096575144, 'Real Estate': -0.8952381610870361, 'Commodities': 0.0, 'Alternatives': None, 'Infrastructure': 0.0, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.0}","{'USA': -0.050165026287757916, 'Europe': -0.13885490936892372, 'Asia': -0.11364515322559285, 'Emerging Markets': -0.016958802938461304}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Vanguard,2016,20_Vanguard_2016.pdf,"Global growth will remain frustratingly fragile in 2016. At full employment, the US economy is unlikely to accelerate. We anticipate a dovish tightening cycle by the US Federal Reserve. We continue to view the global low-rate environment as secular, not cyclical.",153,296,-0.3184855233853007,1,"{'Equity': 22, 'Fixed Income': 57, 'Real Estate': 2, 'Commodities': 5, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 3, 'Hedge Funds': 0, 'Cash': 6}","{'USA': 282, 'Europe': 92, 'Asia': 42, 'Emerging Markets': 14}","{'Equity': -0.208528071641922, 'Fixed Income': -0.014743064343929291, 'Real Estate': -0.9372502267360687, 'Commodities': 0.0, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': -0.47402939200401306, 'Hedge Funds': None, 'Cash': -0.011417663097381592}","{'USA': 0.02120210495091937, 'Europe': 0.07918035045818046, 'Asia': -0.24734077602624893, 'Emerging Markets': 0.09720292687416077}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Vanguard,2017,20_Vanguard_2017.pdf,"Global growth should stabilise, not stagnate. Ever tightening labour markets should place modest upward pressure on otherwise low inﬂation. Further monetary stimulus could prove unproductive in spurring unlevered growth. Global bond yields are unlikely to rise materially higher until major economies address structural impediments to higher productivity growth.",150,343,-0.39148073022312374,1,"{'Equity': 18, 'Fixed Income': 57, 'Real Estate': 2, 'Commodities': 2, 'Alternatives': 1, 'Infrastructure': 8, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 8}","{'USA': 241, 'Europe': 96, 'Asia': 56, 'Emerging Markets': 14}","{'Equity': 0.007050827145576477, 'Fixed Income': 0.01897929085267557, 'Real Estate': -0.0011662542819976807, 'Commodities': 0.0, 'Alternatives': 0.0, 'Infrastructure': 0.5349481616701398, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.10471348251615252}","{'USA': 0.0038760119643291282, 'Europe': 0.03124742350488339, 'Asia': -0.10845630566279094, 'Emerging Markets': -0.0816224951010484}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Vanguard,2018,20_Vanguard_2018.pdf,"Strong market returns and low financial volatility underscore investors’ conviction that the current global environment of modest growth and tepid inflation is here to stay. We argue that the chances of a short-term cyclical rebound are underappreciated. The most pronounced risk to the status quo resides in the United States, where an already tight labour market will grow tighter.",182,400,-0.3745704467353952,1,"{'Equity': 24, 'Fixed Income': 51, 'Real Estate': 0, 'Commodities': 4, 'Alternatives': 0, 'Infrastructure': 1, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 11}","{'USA': 388, 'Europe': 88, 'Asia': 55, 'Emerging Markets': 13}","{'Equity': -0.3035348421997494, 'Fixed Income': 0.020187378693849612, 'Real Estate': None, 'Commodities': 0.0, 'Alternatives': None, 'Infrastructure': 0.9323931932449341, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.09538610577583313}","{'USA': -0.04720333527727246, 'Europe': -0.09805859088897705, 'Asia': 0.041562095284461975, 'Emerging Markets': 0.025437424580256145}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Vanguard,2019,20_Vanguard_2019.pdf,"Vanguard economic and market outlook for 2019: Down but not out. In 2019, we do not see a material risk of further strong rises in core inflation. With slowing growth, disparate rates of inflation, and continued policy normalization, volatility in financial markets is likely to accelerate. Our ten-year outlook for investment returns remains guarded.",250,506,-0.3386243386243386,1,"{'Equity': 37, 'Fixed Income': 59, 'Real Estate': 1, 'Commodities': 2, 'Alternatives': 0, 'Infrastructure': 3, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 8}","{'USA': 317, 'Europe': 102, 'Asia': 99, 'Emerging Markets': 25}","{'Equity': 0.12690591039480986, 'Fixed Income': 0.22663346007466317, 'Real Estate': 0.0, 'Commodities': 0.0, 'Alternatives': None, 'Infrastructure': 0.25193734963734943, 'Private Equity': None, 'Hedge Funds': None, 'Cash': -0.11978437219347272}","{'USA': -0.05151860165596008, 'Europe': -0.0863695740699768, 'Asia': -0.06389709449794194, 'Emerging Markets': -0.02057126306352161}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Vanguard,2020,20_Vanguard_2020.pdf,An increasingly unpredictable policy environment is undermining economic activity globally. Inflation is likely to remain soft in 2020. Slowing global growth and elevated uncertainty create a fragile backdrop for markets. The risk of a large drawdown for equities and other high-beta assets remains elevated.,201,568,-0.47724317295188556,1,"{'Equity': 30, 'Fixed Income': 75, 'Real Estate': 3, 'Commodities': 2, 'Alternatives': 0, 'Infrastructure': 2, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 3}","{'USA': 272, 'Europe': 118, 'Asia': 120, 'Emerging Markets': 22}","{'Equity': 0.014578411976496378, 'Fixed Income': 0.04693914220688191, 'Real Estate': 0.0, 'Commodities': 0.0, 'Alternatives': None, 'Infrastructure': -0.44392722845077515, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.3088375926017761}","{'USA': -0.14222588375502943, 'Europe': -0.1309693544297605, 'Asia': -0.273748597076961, 'Emerging Markets': 0.04115764300028483}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Vanguard,2021,20_Vanguard_2021.pdf,"In China, we see the robust recovery extending in 2021 with growth of 9%. Elsewhere, we expect growth of 5% in the U.S. and 5%, and 6% in emerging markets. Given a lower-for-longer rate outlook, we find it hard to see a material uptick in fixed income returns.",306,472,-0.2133676092544987,1,"{'Equity': 45, 'Fixed Income': 63, 'Real Estate': 5, 'Commodities': 3, 'Alternatives': 0, 'Infrastructure': 4, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 2}","{'USA': 315, 'Europe': 80, 'Asia': 85, 'Emerging Markets': 22}","{'Equity': 0.05314455181360245, 'Fixed Income': -0.012808269262313843, 'Real Estate': 0.19152237176895143, 'Commodities': 0.0, 'Alternatives': None, 'Infrastructure': -0.00233672559261322, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.0}","{'USA': -0.011346732770209705, 'Europe': -0.04915728435224416, 'Asia': 0.03969246645768484, 'Emerging Markets': 0.18358150281404195}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Vanguard,2022,20_Vanguard_2022.pdf,"Vanguard research December 2021 Vanguard economic and market outlook for 2022: Striking a better balance. While the economic recovery is expected to continue through 2022, the easy gains in growth from rebounding activity are behind us. Inflation has remained high across most economies, driven both by higher demand and lower supply.",250,583,-0.3997599039615846,1,"{'Equity': 70, 'Fixed Income': 69, 'Real Estate': 4, 'Commodities': 11, 'Alternatives': 0, 'Infrastructure': 1, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 2}","{'USA': 385, 'Europe': 119, 'Asia': 66, 'Emerging Markets': 28}","{'Equity': 0.03730763329399957, 'Fixed Income': 0.1273512529565933, 'Real Estate': 0.23789702355861664, 'Commodities': 0.28895924612879753, 'Alternatives': None, 'Infrastructure': 0.9416652321815491, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.0}","{'USA': -0.125791038583665, 'Europe': -0.058970425439917526, 'Asia': -0.14358829348175614, 'Emerging Markets': 0.07933171465992928}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Vanguard,2024,20_Vanguard_2024.pdf,"We expect monetary policy to become increasingly restrictive in real terms. Higher interest rates mean higher returns for long-term bond investors. We see global bonds as close to fair value. Meanwhile, the return premium of global equities over global bonds we expect over the next decade has further reduced.",136,228,-0.25274725274725274,1,"{'Equity': 63, 'Fixed Income': 46, 'Real Estate': 0, 'Commodities': 2, 'Alternatives': 1, 'Infrastructure': 2, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 6}","{'USA': 283, 'Europe': 154, 'Asia': 30, 'Emerging Markets': 8}","{'Equity': 0.09649964372316996, 'Fixed Income': 0.05727022687594096, 'Real Estate': None, 'Commodities': -0.2544054687023163, 'Alternatives': 0.9286637902259827, 'Infrastructure': 0.43187063932418823, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.1957102060317993}","{'USA': 0.04717189918227374, 'Europe': 0.04455930722314258, 'Asia': -0.04629761934280396, 'Emerging Markets': 0.2636675536632538}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Voya,2023,21_Voya_2023.pdf,"This year, we have modified our process to incorporate climate change, a subsegment of environmental, social and governance (ESG) factors, into our return forecasts. Climate change’s effect on these variables flows directly into GDP growth and inflation. Our analysis points to a decade of subdued returns for most major asset classes.",82,210,-0.4383561643835616,1,"{'Equity': 14, 'Fixed Income': 14, 'Real Estate': 2, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 1, 'Private Equity': 1, 'Hedge Funds': 2, 'Cash': 4}","{'USA': 175, 'Europe': 3, 'Asia': 3, 'Emerging Markets': 0}","{'Equity': 0.13729328768593924, 'Fixed Income': 0.15791376278950617, 'Real Estate': 0.0, 'Commodities': None, 'Alternatives': None, 'Infrastructure': 0.7838484644889832, 'Private Equity': 0.0, 'Hedge Funds': 0.0, 'Cash': 0.0}","{'USA': 0.09116453523034448, 'Europe': 0.0, 'Asia': 0.0, 'Emerging Markets': None}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
Voya,2024,21_Voya_2024.pdf,"Long-term return expectations for capital markets serve as key inputs into our strategic asset allocation process for multi-asset portfolios. The next decade will likely be characterized by returns below historical averages across all major asset classes. Given higher valuations and lower risk premiums in equity markets, our analysis paints a picture of relatively low expected returns for equities.",87,211,-0.4161073825503356,1,"{'Equity': 13, 'Fixed Income': 11, 'Real Estate': 1, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 1, 'Private Equity': 1, 'Hedge Funds': 2, 'Cash': 4}","{'USA': 121, 'Europe': 3, 'Asia': 3, 'Emerging Markets': 0}","{'Equity': 0.14318746328353882, 'Fixed Income': 0.16559682109139182, 'Real Estate': 0.0, 'Commodities': None, 'Alternatives': None, 'Infrastructure': 0.7627484798431396, 'Private Equity': 0.0, 'Hedge Funds': 0.0, 'Cash': 0.0}","{'USA': 0.058462616330698915, 'Europe': 0.0, 'Asia': 0.0, 'Emerging Markets': None}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
Voya,2025,21_Voya_2025.pdf,"Long-term return expectations for capital markets serve as key inputs into our strategic asset allocation process for multi-asset portfolios. For the 10-year period (2025–2034), higher valuations and lower risk premiums point to below-average expected returns for equities. However, we expect returns for both stocks and bonds will generally outpace inflation.",98,199,-0.3400673400673401,1,"{'Equity': 14, 'Fixed Income': 12, 'Real Estate': 2, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 1, 'Private Equity': 0, 'Hedge Funds': 2, 'Cash': 3}","{'USA': 125, 'Europe': 0, 'Asia': 4, 'Emerging Markets': 1}","{'Equity': 0.07595209564481463, 'Fixed Income': -0.03321064015229543, 'Real Estate': -0.46096572279930115, 'Commodities': None, 'Alternatives': None, 'Infrastructure': 0.9323069453239441, 'Private Equity': None, 'Hedge Funds': -0.46096572279930115, 'Cash': 0.16230159997940063}","{'USA': 0.03406581865704578, 'Europe': None, 'Asia': 0.44375549256801605, 'Emerging Markets': 0.0}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
WellsFargoInvestmentInstitute,2018,22_WellsFargoInvestmentInstitute_2018.pdf,"Darrell L. Cronk, CFA, Wells Fargo Investment Institute Chief Investment Officer, Wealth and Investment Management Investment and Insurance Products: NOT FDIC Insured NO Bank Guarantee MAY Lose Value 2018 Outlook 2018 Outlook moving Ahead in an Aging Recovery.",168,316,-0.30578512396694213,1,"{'Equity': 37, 'Fixed Income': 24, 'Real Estate': 16, 'Commodities': 19, 'Alternatives': 11, 'Infrastructure': 0, 'Private Equity': 4, 'Hedge Funds': 4, 'Cash': 13}","{'USA': 163, 'Europe': 24, 'Asia': 5, 'Emerging Markets': 7}","{'Equity': -0.07520755486828941, 'Fixed Income': -0.059115621778700084, 'Real Estate': 0.10778045654296875, 'Commodities': -0.32564520463347435, 'Alternatives': 0.0, 'Infrastructure': None, 'Private Equity': -0.3534369170665741, 'Hedge Funds': 0.06300747394561768, 'Cash': -0.07829060819413927}","{'USA': 0.08729677653127862, 'Europe': 0.025754148761431377, 'Asia': -0.18450080156326293, 'Emerging Markets': 0.249577005704244}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
WellsFargoInvestmentInstitute,2019,22_WellsFargoInvestmentInstitute_2019.pdf,"Darrell L. Cronk: The end of easy doesn't mean the end of the cycle. He says conditions that have proven reliable for many years are shifting. We believe investors need to adjust portfolio positioning accordingly, he says.",223,295,-0.138996138996139,1,"{'Equity': 29, 'Fixed Income': 23, 'Real Estate': 12, 'Commodities': 21, 'Alternatives': 1, 'Infrastructure': 0, 'Private Equity': 5, 'Hedge Funds': 1, 'Cash': 11}","{'USA': 131, 'Europe': 30, 'Asia': 30, 'Emerging Markets': 12}","{'Equity': 0.26676147269166034, 'Fixed Income': 0.02814915148835433, 'Real Estate': -0.40348082184791567, 'Commodities': 0.19213535057173836, 'Alternatives': -0.7831284999847412, 'Infrastructure': None, 'Private Equity': -0.16076207160949707, 'Hedge Funds': 0.0, 'Cash': 0.3813971281051636}","{'USA': 0.054414993584758105, 'Europe': 0.04805516865518358, 'Asia': 0.20675557851791382, 'Emerging Markets': 0.23043322066466013}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
WellsFargoInvestmentInstitute,2020,22_WellsFargoInvestmentInstitute_2020.pdf,Darrell Cronk: Third slowdown of this expansion took hold at midyear. He says all equity asset classes have delivered double-digit returns. Cronk says investors can instill this resilience in their portfolios by wisely positioning exposure to risk assets.,189,337,-0.2813688212927757,1,"{'Equity': 29, 'Fixed Income': 29, 'Real Estate': 13, 'Commodities': 19, 'Alternatives': 7, 'Infrastructure': 1, 'Private Equity': 9, 'Hedge Funds': 4, 'Cash': 11}","{'USA': 157, 'Europe': 49, 'Asia': 31, 'Emerging Markets': 8}","{'Equity': -0.047034928744489495, 'Fixed Income': 0.17503464221954346, 'Real Estate': -0.12043555424763606, 'Commodities': 0.2601330329974492, 'Alternatives': -0.1673076868057251, 'Infrastructure': -0.45657217502593994, 'Private Equity': -0.093642600945064, 'Hedge Funds': -0.43257375061511993, 'Cash': 0.19853499862882826}","{'USA': -0.07669593393802643, 'Europe': -0.08616156677405039, 'Asia': 0.07314429998397827, 'Emerging Markets': 0.015477708407810755}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
WellsFargoInvestmentInstitute,2021,22_WellsFargoInvestmentInstitute_2021.pdf,"This past year brought the most widespread global health pandemic in over 100 years. Wall Street recovered quickly, but many parts of Main Street are struggling to overcome the pandemic's economic costs. Postelection picture in Washington could well result in changed policies.",203,266,-0.13432835820895522,1,"{'Equity': 34, 'Fixed Income': 32, 'Real Estate': 20, 'Commodities': 15, 'Alternatives': 1, 'Infrastructure': 6, 'Private Equity': 5, 'Hedge Funds': 3, 'Cash': 12}","{'USA': 137, 'Europe': 41, 'Asia': 14, 'Emerging Markets': 11}","{'Equity': 0.479752066342727, 'Fixed Income': 0.11894442484929012, 'Real Estate': -0.2311919506858377, 'Commodities': 0.07823140422503154, 'Alternatives': -0.7831284999847412, 'Infrastructure': 0.44513072570164997, 'Private Equity': -0.3333545446395874, 'Hedge Funds': 0.0, 'Cash': -0.1391361951828003}","{'USA': 0.07348783197356205, 'Europe': 0.0327209879954656, 'Asia': 0.23095281422138214, 'Emerging Markets': 0.29229498505592344}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
WellsFargoInvestmentInstitute,2022,22_WellsFargoInvestmentInstitute_2022.pdf,Capital markets have reached a crossroads at the threshold of 2022. Many investors perceive a delicate balance between further asset price appreciation and a potential retreat from the risk-taking environment in place since the economy reopened in 2020.,191,275,-0.18025751072961374,1,"{'Equity': 37, 'Fixed Income': 32, 'Real Estate': 14, 'Commodities': 17, 'Alternatives': 3, 'Infrastructure': 4, 'Private Equity': 7, 'Hedge Funds': 7, 'Cash': 10}","{'USA': 144, 'Europe': 42, 'Asia': 12, 'Emerging Markets': 11}","{'Equity': -0.029481828212738037, 'Fixed Income': -0.030472347029933223, 'Real Estate': -0.02429264783859253, 'Commodities': 0.02040031201699201, 'Alternatives': 0.02826891342798869, 'Infrastructure': 0.09313792735338211, 'Private Equity': -0.24207755497523717, 'Hedge Funds': 0.282021701335907, 'Cash': -0.38964949250221254}","{'USA': 0.021081196302074497, 'Europe': 0.07064389565895343, 'Asia': -0.34272806481881574, 'Emerging Markets': 0.23743733167648315}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
WellsFargoInvestmentInstitute,2023,22_WellsFargoInvestmentInstitute_2023.pdf,"The bond market inked its second year in a row of negative returns, a feat not seen since 1958-59. High inflation and the end of pandemic-related transfer payments reduced real disposable income in 2022. 2023 may actually see this situation reverse as the drivers of inflation give way and the pace of inflation drops.",197,387,-0.3253424657534247,1,"{'Equity': 41, 'Fixed Income': 70, 'Real Estate': 17, 'Commodities': 34, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 10, 'Hedge Funds': 7, 'Cash': 7}","{'USA': 153, 'Europe': 27, 'Asia': 4, 'Emerging Markets': 4}","{'Equity': 0.0749769951357986, 'Fixed Income': 0.12603261608343858, 'Real Estate': -0.15500553051630656, 'Commodities': 0.08075104424586663, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': -0.07430577278137207, 'Hedge Funds': 0.01060701608657837, 'Cash': -0.10410283293042864}","{'USA': 0.010849489734090608, 'Europe': 0.11885169976287419, 'Asia': -0.1806080937385559, 'Emerging Markets': 0.0}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
WellsFargoInvestmentInstitute,2025,22_WellsFargoInvestmentInstitute_2025.pdf,The centerpiece of our 2025 global economic outlook is a U.S. growth acceleration that leads the world economy. Equity markets seem to have embraced the soft-landing scenario since mid-2023. We favor shifting those holdings into broadening equity-market opportunities.,276,302,-0.04498269896193772,1,"{'Equity': 33, 'Fixed Income': 35, 'Real Estate': 21, 'Commodities': 15, 'Alternatives': 1, 'Infrastructure': 16, 'Private Equity': 5, 'Hedge Funds': 1, 'Cash': 14}","{'USA': 211, 'Europe': 46, 'Asia': 17, 'Emerging Markets': 8}","{'Equity': 0.19706108478399423, 'Fixed Income': -0.07683199202572857, 'Real Estate': 0.15031346503426046, 'Commodities': 0.17471210757891337, 'Alternatives': -0.7913894653320312, 'Infrastructure': 0.38499934564937244, 'Private Equity': 0.13147509843111038, 'Hedge Funds': 0.0, 'Cash': 0.21606301764647165}","{'USA': 0.17583991134468513, 'Europe': -0.04259840230787954, 'Asia': -0.01422080397605896, 'Emerging Markets': 0.09320483888898577}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
